service,distance,experience,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng điện dân dụng,16,17.77652676659065,1,1.0,122
Sửa chữa và bảo dưỡng nồi cơm điện,30,2.126418893911234,1,0.5,127
Sửa chữa và bảo dưỡng tủ lạnh,24,14.02394255961684,1,0.5,150
Sửa chữa và bảo dưỡng tủ lạnh,25,0.5762915102796121,0,0.0,173
Sửa chữa và bảo dưỡng máy in,28,13.446265629619386,0,1.0,120
Sửa chữa và bảo dưỡng TV,35,21.37093740041633,1,0.0,146
Sửa chữa và bảo dưỡng laptop,1,15.32983771447755,0,0.5,65
Sửa chữa và bảo dưỡng điện thoại,5,3.487366045200756,1,1.0,76
Sửa chữa và bảo dưỡng tủ lạnh,44,21.64672470909472,1,1.0,193
Sửa chữa và bảo dưỡng quạt điện,20,5.361526870800041,0,1.0,80
Sửa chữa và bảo dưỡng laptop,14,6.25891301584266,1,0.0,105
Sửa chữa và bảo dưỡng TV,24,0.548111599772205,0,0.0,154
Sửa chữa và bảo dưỡng TV,15,0.6689320679893223,1,0.5,149
Sửa chữa và bảo dưỡng TV,24,6.2149103495403,0,0.0,139
Sửa chữa và bảo dưỡng điện dân dụng,24,5.934237988124836,0,0.0,131
Sửa chữa và bảo dưỡng nồi cơm điện,17,25.73775050718581,0,1.0,73
Sửa chữa và bảo dưỡng lò vi sóng,34,2.2830741020043748,1,0.0,161
Sửa chữa và bảo dưỡng nồi cơm điện,32,6.53776530105665,1,0.0,110
Sửa chữa và bảo dưỡng tủ lạnh,20,0.1081232257956025,0,0.0,145
Sửa chữa và bảo dưỡng nồi cơm điện,19,27.544618128727777,0,0.5,67
Sửa chữa và bảo dưỡng điện dân dụng,30,4.206401997760051,1,0.5,173
Sửa chữa và bảo dưỡng điện dân dụng,26,15.172551824575674,0,0.5,249
Sửa chữa và bảo dưỡng máy tính,20,0.8481233522535074,0,0.0,299
Sửa chữa và bảo dưỡng tủ lạnh,23,4.335786002875714,0,0.0,143
Sửa chữa và bảo dưỡng máy in,17,12.498443920586697,0,0.0,69
Sửa chữa và bảo dưỡng nồi cơm điện,23,23.768120085092868,1,0.0,72
Sửa chữa và bảo dưỡng ô tô,14,1.1166157563714432,1,1.0,250
Sửa chữa và bảo dưỡng TV,30,2.104457480701228,1,0.5,175
Sửa chữa và bảo dưỡng ô tô,23,7.233142623762288,0,1.0,235
Sửa chữa và bảo dưỡng điện dân dụng,5,7.560578159614086,0,0.0,80
Sửa chữa và bảo dưỡng máy lạnh,14,6.450558862792576,0,1.0,173
Sửa chữa và bảo dưỡng hệ thống nước,14,25.58978411639012,0,0.5,111
Sửa chữa và bảo dưỡng lò vi sóng,5,24.379387609477767,0,0.0,44
Sửa chữa và bảo dưỡng ô tô,3,1.0461670464008566,1,1.0,220
Sửa chữa và bảo dưỡng máy lạnh,4,2.491535507239004,1,0.0,137
Sửa chữa và bảo dưỡng máy lạnh,6,22.1259479051068,0,1.0,124
Sửa chữa và bảo dưỡng lò vi sóng,50,7.502702898729315,1,0.0,189
Sửa chữa và bảo dưỡng nồi cơm điện,22,3.1961176556204136,0,0.5,86
Sửa chữa và bảo dưỡng tủ lạnh,15,1.1248234390579408,1,0.0,153
Sửa chữa và bảo dưỡng lò vi sóng,33,25.618779930970472,0,1.0,139
Sửa chữa và bảo dưỡng máy lạnh,20,28.644446035632896,0,0.0,145
Sửa chữa và bảo dưỡng máy tính,17,5.494202774942551,0,0.5,104
Sửa chữa và bảo dưỡng hệ thống nước,41,27.61820695030991,1,1.0,191
Sửa chữa và bảo dưỡng TV,17,3.141667803112901,0,0.0,120
Sửa chữa và bảo dưỡng xe máy,39,2.051793977758072,0,1.0,185
Sửa chữa và bảo dưỡng tủ lạnh,11,14.045902120191933,0,1.0,104
Sửa chữa và bảo dưỡng điện dân dụng,4,6.314560913870447,1,1.0,114
Sửa chữa và bảo dưỡng nồi cơm điện,37,1.9732723950786064,0,0.0,120
Sửa chữa và bảo dưỡng máy tính,18,3.397535810086977,0,1.0,112
Sửa chữa và bảo dưỡng tủ lạnh,38,17.999320178410883,0,0.0,160
Sửa chữa và bảo dưỡng xe máy,13,25.445674188155547,1,0.5,100
Sửa chữa và bảo dưỡng máy lạnh,16,13.442231342293478,0,0.0,124
Sửa chữa và bảo dưỡng nồi cơm điện,13,1.9666110943141983,1,0.0,76
Sửa chữa và bảo dưỡng hệ thống nước,13,0.5921570074657004,0,0.0,132
Sửa chữa và bảo dưỡng ô tô,7,2.7329814027892256,1,0.0,208
Sửa chữa và bảo dưỡng điện thoại,3,6.677173107851193,0,0.0,48
Sửa chữa và bảo dưỡng ô tô,6,1.861661236887417,0,0.5,233
Sửa chữa và bảo dưỡng nồi cơm điện,30,3.543377274710437,0,0.5,113
Sửa chữa và bảo dưỡng máy tính,21,11.704316603169293,0,0.5,99
Sửa chữa và bảo dưỡng ô tô,22,5.107904742504574,1,1.0,231
Sửa chữa và bảo dưỡng tủ lạnh,18,2.0099876205878355,0,0.5,169
Sửa chữa và bảo dưỡng điện dân dụng,14,25.58386317495565,0,1.0,110
Sửa chữa và bảo dưỡng điện thoại,28,14.00350538340909,0,0.5,90
Sửa chữa và bảo dưỡng hệ thống nước,29,0.4638375439904907,0,1.0,200
Sửa chữa và bảo dưỡng quạt điện,18,18.573406835569497,1,0.0,51
Sửa chữa và bảo dưỡng hệ thống nước,13,27.200599394838445,0,1.0,125
Sửa chữa và bảo dưỡng laptop,14,7.920683878792437,1,0.0,95
Sửa chữa và bảo dưỡng máy in,16,3.193156159730214,0,0.5,108
Sửa chữa và bảo dưỡng máy lạnh,18,4.187014653605229,0,0.0,169
Sửa chữa và bảo dưỡng máy tính,8,3.627454590616608,0,0.0,77
Sửa chữa và bảo dưỡng laptop,3,1.109584074722203,1,0.5,110
Sửa chữa và bảo dưỡng máy in,10,11.735151564636292,0,0.0,80
Sửa chữa và bảo dưỡng điện dân dụng,21,18.815698383328307,0,1.0,129
Sửa chữa và bảo dưỡng điện thoại,16,1.6190464792655437,0,1.0,111
Sửa chữa và bảo dưỡng TV,5,5.948902657200266,1,0.0,103
Sửa chữa và bảo dưỡng laptop,12,1.805753034110192,0,0.5,126
Sửa chữa và bảo dưỡng quạt điện,2,2.0571993046574995,0,1.0,54
Sửa chữa và bảo dưỡng lò vi sóng,24,6.559805869418847,1,0.0,122
Sửa chữa và bảo dưỡng xe máy,13,6.430721120184913,1,1.0,123
Sửa chữa và bảo dưỡng tủ lạnh,16,20.792417696785527,0,0.0,122
Sửa chữa và bảo dưỡng lò vi sóng,14,6.622955969757052,0,0.0,98
Sửa chữa và bảo dưỡng máy tính,25,1.485290649258086,1,0.0,133
Sửa chữa và bảo dưỡng máy lạnh,9,17.507637121748864,1,0.5,122
Sửa chữa và bảo dưỡng máy giặt,2,7.26490560791308,0,0.0,98
Sửa chữa và bảo dưỡng máy tính,7,2.5911117113337165,1,1.0,112
Sửa chữa và bảo dưỡng máy tính,26,3.451420213939217,1,0.5,128
Sửa chữa và bảo dưỡng quạt điện,6,0.2124270001578644,0,1.0,67
Sửa chữa và bảo dưỡng xe máy,4,29.321678403429623,0,1.0,73
Sửa chữa và bảo dưỡng tủ lạnh,21,5.0484645298680775,1,0.0,154
Sửa chữa và bảo dưỡng quạt điện,4,2.7123324376786,1,1.0,71
Sửa chữa và bảo dưỡng lò vi sóng,18,17.838209374502938,0,0.0,80
Sửa chữa và bảo dưỡng tủ lạnh,15,2.313709999853549,0,0.0,157
Sửa chữa và bảo dưỡng máy in,20,4.099360233963444,0,1.0,106
Sửa chữa và bảo dưỡng ô tô,4,10.73905232453932,0,1.0,166
Sửa chữa và bảo dưỡng điện dân dụng,7,4.315042289916857,0,0.0,95
Sửa chữa và bảo dưỡng điện dân dụng,47,4.615974357355185,0,0.0,168
Sửa chữa và bảo dưỡng hệ thống nước,23,7.842002008174622,0,0.5,162
Sửa chữa và bảo dưỡng điện thoại,19,0.7945141014998639,1,1.0,134
Sửa chữa và bảo dưỡng lò vi sóng,30,2.74419727216486,1,0.0,149
Sửa chữa và bảo dưỡng máy tính,13,0.4869595862550361,0,0.0,106
Sửa chữa và bảo dưỡng máy in,27,4.0560700675095,0,0.5,127
Sửa chữa và bảo dưỡng máy lạnh,29,6.200859223101434,0,0.5,176
Sửa chữa và bảo dưỡng quạt điện,30,1.442007108737691,0,0.0,97
Sửa chữa và bảo dưỡng điện thoại,21,2.6714884619585484,0,0.0,93
Sửa chữa và bảo dưỡng xe máy,24,11.624855956630244,0,0.5,96
Sửa chữa và bảo dưỡng máy lạnh,38,6.1879083555690215,1,0.5,232
Sửa chữa và bảo dưỡng lò vi sóng,14,3.501920754852641,1,0.5,108
Sửa chữa và bảo dưỡng máy in,6,13.915693249421311,0,0.5,76
Sửa chữa và bảo dưỡng điện thoại,19,0.2574088866780724,0,0.5,106
Sửa chữa và bảo dưỡng xe máy,6,4.059848114946923,0,0.0,84
Sửa chữa và bảo dưỡng xe máy,17,0.2732019805673127,0,0.5,128
Sửa chữa và bảo dưỡng máy lạnh,27,3.4764521110416924,1,1.0,206
Sửa chữa và bảo dưỡng điện thoại,19,3.498221357759216,0,0.0,86
Sửa chữa và bảo dưỡng máy in,4,4.309085259809379,1,0.5,74
Sửa chữa và bảo dưỡng lò vi sóng,36,2.792967821771935,0,0.5,156
Sửa chữa và bảo dưỡng quạt điện,47,1.17978371719912,0,0.0,132
Sửa chữa và bảo dưỡng TV,21,24.52481017132032,0,1.0,145
Sửa chữa và bảo dưỡng nồi cơm điện,2,0.8404673577308147,0,0.0,71
Sửa chữa và bảo dưỡng máy lạnh,6,6.1618681808021005,0,0.5,138
Sửa chữa và bảo dưỡng máy lạnh,46,19.18399993158913,0,0.0,211
Sửa chữa và bảo dưỡng máy giặt,5,4.75331969631455,0,0.0,114
Sửa chữa và bảo dưỡng điện dân dụng,8,12.98635773012762,1,1.0,105
Sửa chữa và bảo dưỡng laptop,20,14.186334319191758,0,0.5,106
Sửa chữa và bảo dưỡng xe máy,20,7.407817010605704,0,0.0,106
Sửa chữa và bảo dưỡng laptop,16,4.36439088609511,0,0.5,118
Sửa chữa và bảo dưỡng tủ lạnh,23,21.3465295917501,1,1.0,160
Sửa chữa và bảo dưỡng nồi cơm điện,2,2.7103624492133176,0,0.5,54
Sửa chữa và bảo dưỡng quạt điện,23,15.29465671843551,0,1.0,78
Sửa chữa và bảo dưỡng quạt điện,28,0.9920286562895464,0,0.5,110
Sửa chữa và bảo dưỡng điện thoại,21,0.3057000746749182,0,0.5,116
Sửa chữa và bảo dưỡng máy giặt,19,11.963292168720091,0,0.5,134
Sửa chữa và bảo dưỡng TV,2,5.856574682284956,0,1.0,119
Sửa chữa và bảo dưỡng laptop,5,7.134311579583006,1,0.5,105
Sửa chữa và bảo dưỡng xe máy,22,1.7637302335034666,0,0.0,140
Sửa chữa và bảo dưỡng nồi cơm điện,38,1.6140143546543508,1,1.0,153
Sửa chữa và bảo dưỡng điện thoại,14,7.954825318212715,1,0.0,93
Sửa chữa và bảo dưỡng tủ lạnh,42,1.738612284095384,0,1.0,201
Sửa chữa và bảo dưỡng điện dân dụng,24,9.798521882148265,1,0.0,129
Sửa chữa và bảo dưỡng máy lạnh,17,0.3409907546999775,1,0.5,219
Sửa chữa và bảo dưỡng điện dân dụng,35,4.931811135635727,0,1.0,160
Sửa chữa và bảo dưỡng tủ lạnh,23,24.655794886265426,0,1.0,133
Sửa chữa và bảo dưỡng hệ thống nước,5,3.3055055797567405,0,0.0,118
Sửa chữa và bảo dưỡng điện dân dụng,29,3.4695773536845085,1,1.0,167
Sửa chữa và bảo dưỡng quạt điện,16,0.8707471318878839,0,1.0,90
Sửa chữa và bảo dưỡng xe máy,40,0.4273279014973065,0,1.0,177
Sửa chữa và bảo dưỡng nồi cơm điện,27,0.7409547531330954,1,1.0,133
Sửa chữa và bảo dưỡng tủ lạnh,9,6.291841993221967,1,0.5,129
Sửa chữa và bảo dưỡng máy giặt,16,5.172758960896062,0,1.0,154
Sửa chữa và bảo dưỡng hệ thống nước,10,29.608637982190643,0,0.5,118
Sửa chữa và bảo dưỡng quạt điện,21,5.096537806989239,0,1.0,80
Sửa chữa và bảo dưỡng ô tô,11,20.128366847424356,0,0.0,168
Sửa chữa và bảo dưỡng ô tô,2,0.2940938385405766,0,0.5,236
Sửa chữa và bảo dưỡng điện thoại,44,10.864803989357576,1,0.0,135
Sửa chữa và bảo dưỡng máy tính,27,23.539272918821588,0,0.5,101
Sửa chữa và bảo dưỡng nồi cơm điện,5,5.590490366827941,0,0.0,44
Sửa chữa và bảo dưỡng laptop,3,23.33045197387996,0,0.0,76
Sửa chữa và bảo dưỡng quạt điện,1,1.7409691115970114,0,1.0,53
Sửa chữa và bảo dưỡng máy in,9,1.18567369174083,1,0.5,104
Sửa chữa và bảo dưỡng tủ lạnh,11,3.8941901211589314,1,1.0,129
Sửa chữa và bảo dưỡng laptop,24,2.8228837900196657,0,0.0,136
Sửa chữa và bảo dưỡng máy lạnh,29,10.828568163889878,0,0.0,158
Sửa chữa và bảo dưỡng máy tính,2,6.766220058817325,0,1.0,78
Sửa chữa và bảo dưỡng quạt điện,1,19.07502943738846,1,0.0,23
Sửa chữa và bảo dưỡng máy lạnh,30,20.004028833433267,0,0.5,178
Sửa chữa và bảo dưỡng máy lạnh,29,3.7673575478460335,1,0.5,205
Sửa chữa và bảo dưỡng máy giặt,15,3.990043557465545,1,0.0,167
Sửa chữa và bảo dưỡng máy giặt,31,26.00258547956845,0,1.0,181
Sửa chữa và bảo dưỡng tủ lạnh,14,3.840830117868032,0,0.0,125
Sửa chữa và bảo dưỡng máy giặt,29,2.128484614414928,1,0.5,192
Sửa chữa và bảo dưỡng máy in,14,1.4212095600866443,1,0.0,103
Sửa chữa và bảo dưỡng lò vi sóng,4,2.4449500934356223,0,0.5,97
Sửa chữa và bảo dưỡng điện thoại,12,0.300991282851584,1,1.0,114
Sửa chữa và bảo dưỡng máy in,25,6.15036852814679,0,0.5,112
Sửa chữa và bảo dưỡng lò vi sóng,12,0.1986383658262827,0,0.5,113
Sửa chữa và bảo dưỡng máy tính,5,7.534002145371162,0,1.0,82
Sửa chữa và bảo dưỡng hệ thống nước,9,19.72999183697484,0,1.0,119
Sửa chữa và bảo dưỡng điện thoại,10,7.8667705639649474,1,0.0,74
Sửa chữa và bảo dưỡng nồi cơm điện,10,9.600378948104671,1,0.0,46
Sửa chữa và bảo dưỡng máy tính,15,7.026817482014363,1,0.0,103
Sửa chữa và bảo dưỡng xe máy,22,1.339745331286513,0,1.0,137
Sửa chữa và bảo dưỡng lò vi sóng,10,23.843095383949848,0,1.0,90
Sửa chữa và bảo dưỡng tủ lạnh,22,7.898674720073606,0,0.5,169
Sửa chữa và bảo dưỡng máy in,12,3.2310557475881305,1,0.5,96
Sửa chữa và bảo dưỡng máy lạnh,2,0.0343578122912717,0,0.5,165
Sửa chữa và bảo dưỡng điện thoại,7,0.1420315936483198,0,1.0,103
Sửa chữa và bảo dưỡng điện dân dụng,2,3.1507375775820115,0,1.0,94
Sửa chữa và bảo dưỡng máy tính,4,1.041137487743654,0,0.5,72
Sửa chữa và bảo dưỡng hệ thống nước,34,28.286295106873634,0,1.0,159
Sửa chữa và bảo dưỡng máy lạnh,12,0.5639799588890534,0,0.5,170
Sửa chữa và bảo dưỡng điện thoại,18,1.7624259310538193,1,0.0,95
Sửa chữa và bảo dưỡng điện dân dụng,8,5.879109182608756,1,1.0,129
Sửa chữa và bảo dưỡng điện dân dụng,6,24.33767804471421,0,0.5,81
Sửa chữa và bảo dưỡng ô tô,9,0.9322078611522896,0,0.5,198
Sửa chữa và bảo dưỡng quạt điện,6,2.4733524342885014,1,0.0,51
Sửa chữa và bảo dưỡng TV,19,3.480626645751492,1,0.5,149
Sửa chữa và bảo dưỡng máy lạnh,5,3.527455301871273,0,0.5,137
Sửa chữa và bảo dưỡng ô tô,22,5.473002109213614,0,0.0,206
Sửa chữa và bảo dưỡng ô tô,18,0.463381081660397,0,1.0,248
Sửa chữa và bảo dưỡng tủ lạnh,18,1.6547777132545738,1,0.5,161
Sửa chữa và bảo dưỡng hệ thống nước,17,4.758540485369588,1,1.0,139
Sửa chữa và bảo dưỡng quạt điện,2,1.152900480330414,1,0.5,60
Sửa chữa và bảo dưỡng xe máy,2,2.9989797633848188,0,0.5,60
Sửa chữa và bảo dưỡng điện thoại,34,25.623886196832693,0,0.0,105
Sửa chữa và bảo dưỡng laptop,23,6.116391047551939,0,0.0,127
Sửa chữa và bảo dưỡng hệ thống nước,22,4.129935440499388,0,1.0,147
Sửa chữa và bảo dưỡng quạt điện,17,4.931061683444573,0,0.0,55
Sửa chữa và bảo dưỡng lò vi sóng,25,29.09949709041791,1,0.5,118
Sửa chữa và bảo dưỡng máy in,44,11.403854305907691,0,0.0,131
Sửa chữa và bảo dưỡng nồi cơm điện,21,2.7018617549427004,1,1.0,114
Sửa chữa và bảo dưỡng điện thoại,2,29.355827684636296,1,0.5,58
Sửa chữa và bảo dưỡng máy in,17,16.650420764293845,0,0.5,77
Sửa chữa và bảo dưỡng tủ lạnh,4,5.0351484827268695,0,0.5,116
Sửa chữa và bảo dưỡng nồi cơm điện,25,16.617995615316403,1,0.5,80
Sửa chữa và bảo dưỡng tủ lạnh,17,20.483556017531576,0,1.0,123
Sửa chữa và bảo dưỡng lò vi sóng,37,29.327045763497868,0,0.5,150
Sửa chữa và bảo dưỡng xe máy,27,7.52560926123493,0,0.0,126
Sửa chữa và bảo dưỡng nồi cơm điện,33,3.859221034765556,0,0.5,113
Sửa chữa và bảo dưỡng hệ thống nước,17,12.02190159527506,0,0.5,113
Sửa chữa và bảo dưỡng nồi cơm điện,5,2.133642455064084,0,0.5,56
Sửa chữa và bảo dưỡng ô tô,7,19.978763417017845,1,0.5,206
Sửa chữa và bảo dưỡng laptop,9,6.588683968533081,1,0.5,113
Sửa chữa và bảo dưỡng laptop,1,2.5504514931319218,0,0.0,98
Sửa chữa và bảo dưỡng hệ thống nước,5,2.942983742649336,1,1.0,125
Sửa chữa và bảo dưỡng hệ thống nước,5,6.108462275966123,1,1.0,121
Sửa chữa và bảo dưỡng máy in,32,21.17178798048481,1,1.0,140
Sửa chữa và bảo dưỡng hệ thống nước,27,0.0583713515955265,0,1.0,179
Sửa chữa và bảo dưỡng máy in,8,5.557515111939029,0,0.5,79
Sửa chữa và bảo dưỡng laptop,25,0.4733279933773356,0,1.0,159
Sửa chữa và bảo dưỡng ô tô,20,9.960276726961771,1,0.5,233
Sửa chữa và bảo dưỡng laptop,28,27.685109060612128,1,0.5,127
Sửa chữa và bảo dưỡng hệ thống nước,15,18.348769377853245,0,0.5,93
Sửa chữa và bảo dưỡng máy lạnh,7,1.2083988478371157,0,0.0,153
Sửa chữa và bảo dưỡng tủ lạnh,26,7.490019451527753,0,1.0,157
Sửa chữa và bảo dưỡng máy in,32,2.7034977458135763,1,0.5,168
Sửa chữa và bảo dưỡng máy in,17,27.22535386032223,0,1.0,101
Sửa chữa và bảo dưỡng lò vi sóng,38,0.3821134634825993,1,1.0,192
Sửa chữa và bảo dưỡng điện thoại,12,1.7436539383255518,0,1.0,96
Sửa chữa và bảo dưỡng quạt điện,22,6.178205531598399,0,1.0,84
Sửa chữa và bảo dưỡng máy lạnh,8,12.109717753973714,0,0.0,120
Sửa chữa và bảo dưỡng hệ thống nước,4,7.178749430070615,1,0.5,127
Sửa chữa và bảo dưỡng máy giặt,7,6.399504652133132,1,1.0,136
Sửa chữa và bảo dưỡng quạt điện,22,0.6193019841895927,0,1.0,110
Sửa chữa và bảo dưỡng nồi cơm điện,2,29.81381810218129,0,1.0,37
Sửa chữa và bảo dưỡng máy giặt,39,1.8641210859343464,1,0.0,196
Sửa chữa và bảo dưỡng xe máy,41,24.96928124332129,1,0.5,157
Sửa chữa và bảo dưỡng laptop,14,10.620497063220323,0,0.5,79
Sửa chữa và bảo dưỡng lò vi sóng,12,10.7947819680126,1,1.0,91
Sửa chữa và bảo dưỡng lò vi sóng,3,4.3121828188415385,0,0.0,68
Sửa chữa và bảo dưỡng máy giặt,11,27.94878836817154,1,0.0,112
Sửa chữa và bảo dưỡng tủ lạnh,40,1.5692038722231834,1,0.0,195
Sửa chữa và bảo dưỡng máy giặt,35,27.234712532231143,1,0.5,187
Sửa chữa và bảo dưỡng điện thoại,23,6.048136906782208,0,0.0,94
Sửa chữa và bảo dưỡng ô tô,21,0.2008535350350065,0,0.0,219
Sửa chữa và bảo dưỡng tủ lạnh,2,1.3516642839233124,1,0.0,111
Sửa chữa và bảo dưỡng tủ lạnh,23,7.493369520219012,0,0.0,139
Sửa chữa và bảo dưỡng quạt điện,9,16.762775980043003,0,0.5,34
Sửa chữa và bảo dưỡng máy giặt,3,16.52574746603571,1,0.0,103
Sửa chữa và bảo dưỡng máy in,8,6.490098139194269,0,0.5,72
Sửa chữa và bảo dưỡng máy giặt,9,2.9510250190434406,0,0.0,129
Sửa chữa và bảo dưỡng điện thoại,25,2.783028477558412,1,0.0,111
Sửa chữa và bảo dưỡng xe máy,5,3.23280153057601,1,0.5,101
Sửa chữa và bảo dưỡng nồi cơm điện,22,18.923668547055083,1,1.0,90
Sửa chữa và bảo dưỡng máy in,34,6.441715512706399,0,0.0,139
Sửa chữa và bảo dưỡng lò vi sóng,38,13.844413138060585,0,0.5,124
Sửa chữa và bảo dưỡng nồi cơm điện,20,18.26604046289361,1,0.5,86
Sửa chữa và bảo dưỡng lò vi sóng,26,6.348000802760524,0,0.0,119
Sửa chữa và bảo dưỡng hệ thống nước,34,0.6855214365433961,0,0.0,187
Sửa chữa và bảo dưỡng lò vi sóng,12,2.4393308054123324,0,1.0,122
Sửa chữa và bảo dưỡng hệ thống nước,4,1.0920331660453584,1,1.0,132
Sửa chữa và bảo dưỡng quạt điện,11,11.331944725197276,0,0.0,24
Sửa chữa và bảo dưỡng lò vi sóng,10,28.4591711796854,0,1.0,93
Sửa chữa và bảo dưỡng máy tính,22,4.439589374675158,0,0.0,98
Sửa chữa và bảo dưỡng ô tô,31,15.429580594002765,0,1.0,230
Sửa chữa và bảo dưỡng máy tính,46,20.76883540301607,0,0.0,135
Sửa chữa và bảo dưỡng máy in,25,0.5686863714459304,1,1.0,145
Sửa chữa và bảo dưỡng máy tính,22,12.984383813557956,0,0.0,83
Sửa chữa và bảo dưỡng máy lạnh,21,0.3903632125916551,0,0.0,198
Sửa chữa và bảo dưỡng laptop,31,28.961491060084064,1,0.0,136
Sửa chữa và bảo dưỡng tủ lạnh,39,0.8920852099302188,1,0.5,214
Sửa chữa và bảo dưỡng tủ lạnh,30,10.790669514685003,0,1.0,163
Sửa chữa và bảo dưỡng máy tính,23,6.033299337601116,1,0.5,122
Sửa chữa và bảo dưỡng lò vi sóng,12,0.2034701159135661,1,1.0,143
Sửa chữa và bảo dưỡng lò vi sóng,6,4.030294783269143,0,1.0,99
Sửa chữa và bảo dưỡng máy in,3,8.651778003509492,0,1.0,64
Sửa chữa và bảo dưỡng điện dân dụng,28,2.952363231075803,0,1.0,154
Sửa chữa và bảo dưỡng điện thoại,19,4.896090049288954,0,0.0,83
Sửa chữa và bảo dưỡng ô tô,10,10.170285792329716,1,0.5,189
Sửa chữa và bảo dưỡng quạt điện,13,7.746170311256381,1,0.5,68
Sửa chữa và bảo dưỡng máy lạnh,1,4.2992052916318375,1,1.0,143
Sửa chữa và bảo dưỡng xe máy,35,1.3498159864168726,0,0.0,149
Sửa chữa và bảo dưỡng ô tô,27,3.648907958609124,1,0.0,235
Sửa chữa và bảo dưỡng điện dân dụng,5,1.8912767084075108,1,1.0,119
Sửa chữa và bảo dưỡng máy in,20,4.372249440461157,1,0.0,116
Sửa chữa và bảo dưỡng lò vi sóng,26,5.921639874736023,0,0.5,118
Sửa chữa và bảo dưỡng tủ lạnh,20,0.6761973333739209,1,0.5,160
Sửa chữa và bảo dưỡng tủ lạnh,1,2.557514552496686,0,0.5,110
Sửa chữa và bảo dưỡng lò vi sóng,39,7.961760288762594,1,0.0,159
Sửa chữa và bảo dưỡng máy in,31,2.391882348301829,1,0.5,155
Sửa chữa và bảo dưỡng quạt điện,4,18.81702061614381,0,1.0,32
Sửa chữa và bảo dưỡng xe máy,13,0.9286002776605758,1,0.0,242
Sửa chữa và bảo dưỡng máy lạnh,18,0.8237382222990081,0,0.5,196
Sửa chữa và bảo dưỡng tủ lạnh,13,0.95512566933695,0,0.0,140
Sửa chữa và bảo dưỡng xe máy,31,17.485349435357328,1,0.0,120
Sửa chữa và bảo dưỡng tủ lạnh,40,25.35547007819331,1,0.0,171
Sửa chữa và bảo dưỡng điện dân dụng,6,5.384283449425029,0,0.5,92
Sửa chữa và bảo dưỡng máy giặt,3,6.076810770136001,0,0.0,103
Sửa chữa và bảo dưỡng tủ lạnh,41,29.427944696631407,1,0.0,177
Sửa chữa và bảo dưỡng điện dân dụng,5,6.6901318500428415,1,1.0,110
Sửa chữa và bảo dưỡng máy lạnh,27,4.516451536988937,1,1.0,206
Sửa chữa và bảo dưỡng ô tô,1,4.821263656985023,0,1.0,196
Sửa chữa và bảo dưỡng lò vi sóng,8,0.4397952406885682,0,0.5,114
Sửa chữa và bảo dưỡng máy tính,36,11.528820309741898,0,0.5,120
Sửa chữa và bảo dưỡng quạt điện,8,9.855211521304662,1,0.5,46
Sửa chữa và bảo dưỡng TV,11,7.714741323476057,0,0.0,106
Sửa chữa và bảo dưỡng máy giặt,21,4.8857982096264525,0,1.0,166
Sửa chữa và bảo dưỡng điện dân dụng,33,4.728674279606315,0,1.0,165
Sửa chữa và bảo dưỡng quạt điện,41,2.2667623229331846,0,0.5,135
Sửa chữa và bảo dưỡng quạt điện,10,13.302901950624976,0,0.0,32
Sửa chữa và bảo dưỡng laptop,20,4.771369819771174,0,1.0,134
Sửa chữa và bảo dưỡng điện dân dụng,48,4.372456864494556,1,0.5,203
Sửa chữa và bảo dưỡng điện dân dụng,11,3.6215813452949344,0,1.0,126
Sửa chữa và bảo dưỡng máy lạnh,36,23.635949120139,0,1.0,206
Sửa chữa và bảo dưỡng máy lạnh,32,14.992192045240817,0,0.5,158
Sửa chữa và bảo dưỡng máy lạnh,15,20.23038952500232,0,0.5,155
Sửa chữa và bảo dưỡng ô tô,33,1.6123871108070054,0,0.5,249
Sửa chữa và bảo dưỡng máy in,4,3.2247747800067805,0,0.5,73
Sửa chữa và bảo dưỡng tủ lạnh,19,12.484549855481628,1,0.5,123
Sửa chữa và bảo dưỡng laptop,13,1.5194880044175654,0,0.5,125
Sửa chữa và bảo dưỡng máy in,38,5.842920185107074,0,0.5,144
Sửa chữa và bảo dưỡng tủ lạnh,33,0.8361965773585412,0,0.5,193
Sửa chữa và bảo dưỡng tủ lạnh,7,1.3015095720820875,0,0.0,123
Sửa chữa và bảo dưỡng quạt điện,8,22.279378783258316,1,0.0,32
Sửa chữa và bảo dưỡng máy lạnh,11,0.3965517910142895,0,0.5,175
Sửa chữa và bảo dưỡng nồi cơm điện,46,1.163580689481361,1,1.0,173
Sửa chữa và bảo dưỡng máy in,14,6.932158645499954,0,0.5,101
Sửa chữa và bảo dưỡng laptop,9,2.192941575429684,0,1.0,115
Sửa chữa và bảo dưỡng máy tính,21,25.380959571983905,1,0.5,108
Sửa chữa và bảo dưỡng quạt điện,4,2.1063077393576304,0,0.5,50
Sửa chữa và bảo dưỡng TV,14,0.8083128917845851,0,1.0,137
Sửa chữa và bảo dưỡng hệ thống nước,19,2.174114840465915,0,1.0,161
Sửa chữa và bảo dưỡng laptop,3,22.92149728203927,0,0.5,84
Sửa chữa và bảo dưỡng máy giặt,8,11.333627637830348,0,1.0,128
Sửa chữa và bảo dưỡng ô tô,12,5.690329956276083,0,0.5,229
