service,distance,experience,hour,is_peak_hour,rain_ratio,completion_time
Sửa chữa và bảo dưỡng hệ thống nước,13,6.132833209532029,5,0,1.0,140
Sửa chữa và bảo dưỡng lò vi sóng,19,7.693252968037353,6,0,1.0,127
Sửa chữa và bảo dưỡng điện dân dụng,2,1.7445475029656365,13,0,0.5,93
Sửa chữa và bảo dưỡng điện thoại,20,1.0484199034175177,1,0,1.0,106
Sửa chữa và bảo dưỡng điện thoại,12,9.524833224952204,12,0,0.5,67
Sửa chữa và bảo dưỡng tủ lạnh,25,10.295478085239889,10,0,0.0,147
Sửa chữa và bảo dưỡng nồi cơm điện,7,0.3307783689457894,0,0,1.0,82
Sửa chữa và bảo dưỡng điện thoại,11,4.706323236445888,8,1,0.0,81
Sửa chữa và bảo dưỡng lò vi sóng,12,0.20347011591356612,18,1,1.0,143
Sửa chữa và bảo dưỡng xe máy,4,2.6520086554196904,8,1,0.5,87
Sửa chữa và bảo dưỡng ô tô,15,28.61609493065985,19,1,1.0,248
Sửa chữa và bảo dưỡng nồi cơm điện,8,1.5062710104481045,6,0,0.5,72
Sửa chữa và bảo dưỡng máy tính,30,3.3328418220054004,16,1,0.5,137
Sửa chữa và bảo dưỡng TV,7,19.82228184167355,11,0,0.5,79
Sửa chữa và bảo dưỡng máy giặt,17,15.522765510656974,13,0,1.0,121
Sửa chữa và bảo dưỡng quạt điện,22,29.312113493986384,22,0,0.0,59
Sửa chữa và bảo dưỡng máy giặt,8,4.559867654415749,6,0,0.0,105
Sửa chữa và bảo dưỡng máy lạnh,16,4.32114458238817,18,1,1.0,194
Sửa chữa và bảo dưỡng nồi cơm điện,42,1.5408011359113578,18,1,0.0,134
Sửa chữa và bảo dưỡng TV,19,29.657957338197132,14,1,1.0,132
Sửa chữa và bảo dưỡng máy giặt,47,1.6313317259092615,1,0,0.0,203
Sửa chữa và bảo dưỡng quạt điện,27,0.46814579319539706,8,1,0.5,121
Sửa chữa và bảo dưỡng lò vi sóng,8,3.2858357365512187,12,0,0.0,81
Sửa chữa và bảo dưỡng máy tính,14,4.104071537535063,22,0,1.0,92
Sửa chữa và bảo dưỡng điện thoại,5,7.651886999495759,9,1,0.5,68
Sửa chữa và bảo dưỡng điện dân dụng,21,6.24534543480397,15,1,0.5,125
Sửa chữa và bảo dưỡng quạt điện,27,0.9112843980533373,10,0,0.0,101
Sửa chữa và bảo dưỡng quạt điện,6,6.134134229177836,1,0,0.0,36
Sửa chữa và bảo dưỡng lò vi sóng,9,18.26891311304461,20,0,1.0,95
Sửa chữa và bảo dưỡng quạt điện,30,13.511217658221076,19,1,0.5,89
Sửa chữa và bảo dưỡng máy lạnh,2,3.4246974570899247,6,0,0.0,126
Sửa chữa và bảo dưỡng laptop,14,23.631307340748066,18,1,1.0,118
Sửa chữa và bảo dưỡng lò vi sóng,35,20.54648041503738,2,0,0.0,128
Sửa chữa và bảo dưỡng nồi cơm điện,27,28.5176599489437,2,0,1.0,91
Sửa chữa và bảo dưỡng TV,18,1.825226612640207,6,0,0.5,152
Sửa chữa và bảo dưỡng lò vi sóng,13,26.355191699414064,3,0,1.0,89
Sửa chữa và bảo dưỡng xe máy,30,7.837094337743666,13,0,0.5,109
Sửa chữa và bảo dưỡng nồi cơm điện,29,6.399497132623244,19,1,0.0,106
Sửa chữa và bảo dưỡng tủ lạnh,21,2.3579188268876914,2,0,1.0,157
Sửa chữa và bảo dưỡng máy giặt,6,0.4002616596463253,21,0,0.0,133
Sửa chữa và bảo dưỡng nồi cơm điện,6,9.940338226542984,6,0,0.0,28
Sửa chữa và bảo dưỡng ô tô,10,15.565844278443882,10,0,0.0,176
Sửa chữa và bảo dưỡng laptop,10,5.945224189908517,23,0,0.0,93
Sửa chữa và bảo dưỡng điện thoại,20,1.0714668848455577,16,1,1.0,118
Sửa chữa và bảo dưỡng máy tính,42,6.073082000714157,7,1,0.5,156
Sửa chữa và bảo dưỡng điện dân dụng,46,1.4282741696530077,6,0,1.0,204
Sửa chữa và bảo dưỡng xe máy,42,1.4432130686920606,21,0,0.5,158
Sửa chữa và bảo dưỡng máy lạnh,19,2.1267683921696006,14,1,0.5,216
Sửa chữa và bảo dưỡng điện dân dụng,45,7.8954159651676274,9,1,1.0,191
Sửa chữa và bảo dưỡng điện thoại,4,22.18409506410134,4,0,0.5,55
Sửa chữa và bảo dưỡng laptop,38,4.512444342764132,5,0,1.0,179
Sửa chữa và bảo dưỡng máy tính,15,1.6452749445673422,7,1,0.0,106
Sửa chữa và bảo dưỡng điện thoại,23,1.036454973796614,9,1,0.0,116
Sửa chữa và bảo dưỡng hệ thống nước,31,27.0950045130623,1,0,0.5,157
Sửa chữa và bảo dưỡng điện dân dụng,35,13.174359285339177,18,1,0.5,144
Sửa chữa và bảo dưỡng máy tính,13,0.42683672605736656,18,1,1.0,124
Sửa chữa và bảo dưỡng hệ thống nước,6,4.062695664199657,23,0,0.5,126
Sửa chữa và bảo dưỡng hệ thống nước,19,0.9434933081393664,6,0,0.0,148
Sửa chữa và bảo dưỡng điện thoại,20,7.051220926820542,22,0,0.5,101
Sửa chữa và bảo dưỡng máy lạnh,24,2.0144266232178065,1,0,0.0,170
Sửa chữa và bảo dưỡng tủ lạnh,22,29.16837318887577,7,1,1.0,145
Sửa chữa và bảo dưỡng điện thoại,6,18.394592378040237,12,0,1.0,58
Sửa chữa và bảo dưỡng TV,23,7.590633933534242,14,1,0.5,149
Sửa chữa và bảo dưỡng máy in,17,19.18970591768249,9,1,0.0,79
Sửa chữa và bảo dưỡng hệ thống nước,10,1.1040372276999482,16,1,1.0,145
Sửa chữa và bảo dưỡng tủ lạnh,13,24.39491808078332,18,1,0.5,127
Sửa chữa và bảo dưỡng máy tính,11,20.008382727392224,13,0,0.0,66
Sửa chữa và bảo dưỡng tủ lạnh,5,2.61570437632652,1,0,0.5,126
Sửa chữa và bảo dưỡng máy in,6,6.040830567517397,23,0,0.0,78
Sửa chữa và bảo dưỡng hệ thống nước,3,23.243837195779683,10,0,0.0,94
Sửa chữa và bảo dưỡng máy giặt,27,2.2385860478987403,20,0,0.0,337
Sửa chữa và bảo dưỡng máy giặt,14,6.526317725874954,23,0,0.0,118
Sửa chữa và bảo dưỡng điện dân dụng,11,28.6739818612606,16,1,1.0,109
Sửa chữa và bảo dưỡng máy lạnh,10,25.337787021448925,21,0,0.5,147
Sửa chữa và bảo dưỡng ô tô,6,14.082557878232521,12,0,0.5,180
Sửa chữa và bảo dưỡng máy tính,1,1.2480514767017796,23,0,0.0,71
Sửa chữa và bảo dưỡng xe máy,2,5.5589840215649655,8,1,0.5,85
Sửa chữa và bảo dưỡng điện thoại,26,9.580667693007085,10,0,0.5,88
Sửa chữa và bảo dưỡng ô tô,31,27.90736994375378,1,0,0.0,220
Sửa chữa và bảo dưỡng hệ thống nước,15,12.003175650003225,0,0,0.5,130
Sửa chữa và bảo dưỡng xe máy,3,2.4325087614787586,9,1,0.0,94
Sửa chữa và bảo dưỡng máy giặt,12,10.505693439294394,0,0,1.0,132
Sửa chữa và bảo dưỡng máy tính,28,0.26860695647320953,18,1,0.0,139
Sửa chữa và bảo dưỡng xe máy,8,0.5845072746018598,1,0,0.0,104
Sửa chữa và bảo dưỡng điện thoại,1,0.45682159620765017,14,1,0.5,73
Sửa chữa và bảo dưỡng điện thoại,4,17.18114232716558,18,1,0.0,49
Sửa chữa và bảo dưỡng nồi cơm điện,37,5.629166026557185,16,1,0.0,116
Sửa chữa và bảo dưỡng quạt điện,19,7.26368267062016,10,0,0.5,70
Sửa chữa và bảo dưỡng lò vi sóng,6,2.650960016489734,7,1,1.0,123
Sửa chữa và bảo dưỡng máy tính,21,24.334331167183414,20,0,0.5,91
Sửa chữa và bảo dưỡng TV,37,2.7892802932128724,23,0,1.0,188
Sửa chữa và bảo dưỡng điện thoại,1,10.977628780385357,11,0,0.5,42
Sửa chữa và bảo dưỡng điện thoại,6,1.8185723741331965,8,1,1.0,87
Sửa chữa và bảo dưỡng tủ lạnh,18,4.8767292669128555,20,0,1.0,79
Sửa chữa và bảo dưỡng tủ lạnh,24,7.091068097599345,1,0,0.5,165
Sửa chữa và bảo dưỡng laptop,1,12.821615666124481,4,0,0.5,71
Sửa chữa và bảo dưỡng máy in,35,16.2115842883238,15,1,0.5,136
Sửa chữa và bảo dưỡng máy lạnh,19,26.063823982717402,12,0,1.0,163
Sửa chữa và bảo dưỡng xe máy,31,5.1771462350644954,2,0,0.0,143
Sửa chữa và bảo dưỡng hệ thống nước,15,28.68746956622233,3,0,0.0,108
Sửa chữa và bảo dưỡng hệ thống nước,6,18.13028976144074,16,1,0.0,107
Sửa chữa và bảo dưỡng tủ lạnh,27,2.0688330596048727,4,0,0.5,176
Sửa chữa và bảo dưỡng máy in,16,6.242316413823847,19,1,0.0,117
Sửa chữa và bảo dưỡng ô tô,4,4.898752015439349,6,0,0.5,206
Sửa chữa và bảo dưỡng laptop,5,1.1840314802186387,5,0,1.0,117
Sửa chữa và bảo dưỡng điện thoại,29,1.265652299924212,0,0,0.5,123
Sửa chữa và bảo dưỡng điện thoại,8,4.8821966839885125,19,1,1.0,79
Sửa chữa và bảo dưỡng máy lạnh,2,1.7504896048930751,5,0,1.0,155
Sửa chữa và bảo dưỡng điện thoại,28,29.64375461948029,8,1,0.5,103
Sửa chữa và bảo dưỡng lò vi sóng,9,16.203602073580413,0,0,0.5,70
Sửa chữa và bảo dưỡng TV,14,4.598872315625469,12,0,0.5,129
Sửa chữa và bảo dưỡng hệ thống nước,17,12.021901595275061,22,0,0.5,113
Sửa chữa và bảo dưỡng TV,17,5.425449024842997,20,0,0.5,140
Sửa chữa và bảo dưỡng nồi cơm điện,31,2.6056164857108928,20,0,0.0,106
Sửa chữa và bảo dưỡng điện thoại,10,18.760156798104678,0,0,0.0,60
Sửa chữa và bảo dưỡng máy giặt,36,4.225884621450229,10,0,0.0,187
Sửa chữa và bảo dưỡng quạt điện,2,0.35293871697965573,6,0,0.5,55
Sửa chữa và bảo dưỡng máy tính,25,12.811280300219735,13,0,0.5,99
Sửa chữa và bảo dưỡng lò vi sóng,10,5.611943328607384,7,1,1.0,109
Sửa chữa và bảo dưỡng máy lạnh,19,4.831187792955892,17,1,0.0,185
Sửa chữa và bảo dưỡng máy tính,50,15.317485896632109,23,0,0.5,167
Sửa chữa và bảo dưỡng máy in,15,17.466717253734338,14,1,0.0,106
Sửa chữa và bảo dưỡng TV,27,0.13591027218350582,15,1,1.0,204
Sửa chữa và bảo dưỡng TV,14,4.48022241621435,0,0,0.5,124
Sửa chữa và bảo dưỡng máy tính,14,0.11487415859106131,6,0,1.0,124
Sửa chữa và bảo dưỡng máy in,14,0.1744157998981043,7,1,1.0,137
Sửa chữa và bảo dưỡng laptop,33,18.291925821029587,2,0,1.0,132
Sửa chữa và bảo dưỡng hệ thống nước,8,4.937987727339274,5,0,1.0,100
Sửa chữa và bảo dưỡng máy giặt,5,5.355125190974855,7,1,0.5,142
Sửa chữa và bảo dưỡng ô tô,3,8.704558715092029,3,0,1.0,181
Sửa chữa và bảo dưỡng máy tính,24,0.5550683309632775,14,1,0.0,145
Sửa chữa và bảo dưỡng lò vi sóng,3,2.8405364864223994,1,0,0.5,98
Sửa chữa và bảo dưỡng hệ thống nước,2,7.236420243206518,22,0,0.0,87
Sửa chữa và bảo dưỡng hệ thống nước,11,0.43068336467213497,4,0,0.0,141
Sửa chữa và bảo dưỡng hệ thống nước,31,14.588953588961235,5,0,0.5,140
Sửa chữa và bảo dưỡng máy giặt,11,0.12984746850354223,15,1,0.5,185
Sửa chữa và bảo dưỡng tủ lạnh,42,1.7162877548314397,23,0,1.0,210
Sửa chữa và bảo dưỡng hệ thống nước,36,4.907378650231237,9,1,0.0,183
Sửa chữa và bảo dưỡng điện dân dụng,2,15.504209916071257,1,0,1.0,72
Sửa chữa và bảo dưỡng lò vi sóng,10,1.4220947471067609,13,0,0.5,116
Sửa chữa và bảo dưỡng TV,21,0.5066060764491983,10,0,1.0,181
Sửa chữa và bảo dưỡng nồi cơm điện,31,3.0216841190745143,20,0,1.0,125
Sửa chữa và bảo dưỡng lò vi sóng,38,6.390338537342466,14,1,0.5,169
Sửa chữa và bảo dưỡng máy lạnh,1,1.0954151047761884,23,0,0.5,144
Sửa chữa và bảo dưỡng điện dân dụng,21,1.92319928061015,4,0,1.0,142
Sửa chữa và bảo dưỡng hệ thống nước,19,1.9788900735046995,23,0,1.0,152
Sửa chữa và bảo dưỡng máy in,33,6.654517675853638,16,1,0.0,136
Sửa chữa và bảo dưỡng hệ thống nước,1,3.133437132396095,5,0,0.0,93
Sửa chữa và bảo dưỡng laptop,29,3.7807737459875312,0,0,0.0,136
Sửa chữa và bảo dưỡng nồi cơm điện,16,6.461277072720614,3,0,1.0,74
Sửa chữa và bảo dưỡng điện thoại,9,2.885727433309805,23,0,1.0,94
Sửa chữa và bảo dưỡng laptop,26,0.8884294932042616,20,0,0.5,156
Sửa chữa và bảo dưỡng quạt điện,46,9.402381917102417,10,0,0.0,104
Sửa chữa và bảo dưỡng lò vi sóng,6,1.4513757183891534,4,0,0.0,100
Sửa chữa và bảo dưỡng máy giặt,15,2.7362242830754093,16,1,0.5,169
Sửa chữa và bảo dưỡng TV,3,0.7438354312622435,14,1,0.0,121
Sửa chữa và bảo dưỡng tủ lạnh,31,11.16247207286406,6,0,1.0,157
Sửa chữa và bảo dưỡng xe máy,15,19.059877930944836,22,0,0.5,90
Sửa chữa và bảo dưỡng lò vi sóng,5,11.94250471651007,8,1,0.5,87
Sửa chữa và bảo dưỡng máy lạnh,6,0.28267697035474704,8,1,0.0,149
Sửa chữa và bảo dưỡng tủ lạnh,20,8.71553890315381,14,1,0.0,129
Sửa chữa và bảo dưỡng máy in,2,27.575730089007894,4,0,1.0,74
Sửa chữa và bảo dưỡng điện thoại,21,12.17400402202761,10,0,0.5,81
Sửa chữa và bảo dưỡng điện thoại,4,1.500412911539192,4,0,0.0,68
Sửa chữa và bảo dưỡng TV,46,1.396594444199756,9,1,0.0,203
Sửa chữa và bảo dưỡng ô tô,11,3.2572300911100345,23,0,0.5,219
Sửa chữa và bảo dưỡng điện thoại,36,0.8636019852675232,20,0,0.0,141
Sửa chữa và bảo dưỡng máy in,16,6.693379924156268,10,0,0.0,98
Sửa chữa và bảo dưỡng tủ lạnh,41,1.3904846618018456,16,1,0.5,218
Sửa chữa và bảo dưỡng ô tô,34,13.276969499494985,22,0,0.5,242
Sửa chữa và bảo dưỡng điện dân dụng,18,0.6607984595513652,12,0,1.0,143
Sửa chữa và bảo dưỡng máy in,14,2.255225638517829,20,0,0.5,98
Sửa chữa và bảo dưỡng quạt điện,15,3.7196224291934468,17,1,0.0,67
Sửa chữa và bảo dưỡng TV,16,3.9941060195810216,22,0,1.0,128
Sửa chữa và bảo dưỡng máy tính,27,5.756249845365263,3,0,0.5,132
Sửa chữa và bảo dưỡng lò vi sóng,26,12.403317559229691,7,1,1.0,126
Sửa chữa và bảo dưỡng quạt điện,19,5.085314688568182,0,0,0.5,73
Sửa chữa và bảo dưỡng điện dân dụng,20,7.6397918989948606,10,0,1.0,142
Sửa chữa và bảo dưỡng máy in,9,25.384083602687703,9,1,0.0,74
Sửa chữa và bảo dưỡng máy tính,6,10.50470713452059,8,1,0.0,69
Sửa chữa và bảo dưỡng điện thoại,2,20.255642082702906,23,0,0.5,32
Sửa chữa và bảo dưỡng laptop,18,29.94368943263972,16,1,0.5,108
Sửa chữa và bảo dưỡng xe máy,2,2.364816279439165,11,0,0.0,64
Sửa chữa và bảo dưỡng ô tô,23,1.4845071155216116,23,0,0.0,251
Sửa chữa và bảo dưỡng quạt điện,9,3.6977875617793607,13,0,0.5,45
Sửa chữa và bảo dưỡng nồi cơm điện,5,5.764586764032232,15,1,0.5,65
Sửa chữa và bảo dưỡng máy lạnh,4,5.322365964160793,15,1,0.0,155
Sửa chữa và bảo dưỡng máy in,11,27.72071682052611,20,0,1.0,79
Sửa chữa và bảo dưỡng quạt điện,27,7.597180907130641,5,0,0.0,83
Sửa chữa và bảo dưỡng máy in,13,0.9276285969550704,15,1,0.0,110
Sửa chữa và bảo dưỡng máy in,8,0.37006611434938674,18,1,1.0,121
Sửa chữa và bảo dưỡng laptop,22,15.761604808134038,14,1,0.5,123
Sửa chữa và bảo dưỡng nồi cơm điện,25,5.305978019761333,2,0,0.0,85
Sửa chữa và bảo dưỡng tủ lạnh,9,0.2322874515009149,19,1,0.5,146
Sửa chữa và bảo dưỡng máy tính,27,7.022679899310798,8,1,1.0,143
Sửa chữa và bảo dưỡng tủ lạnh,7,1.8502465776999122,0,0,0.5,115
Sửa chữa và bảo dưỡng điện dân dụng,2,28.03244287501357,11,0,0.5,64
Sửa chữa và bảo dưỡng máy giặt,30,7.100507430893356,14,1,1.0,188
Sửa chữa và bảo dưỡng lò vi sóng,5,4.578988197407974,10,0,0.5,68
Sửa chữa và bảo dưỡng điện thoại,7,1.6665351182172066,18,1,1.0,95
Sửa chữa và bảo dưỡng laptop,22,3.523462413640246,19,1,1.0,143
Sửa chữa và bảo dưỡng máy lạnh,10,0.6118869519263,6,0,0.0,180
Sửa chữa và bảo dưỡng điện thoại,10,4.9796617964717385,1,0,0.5,82
Sửa chữa và bảo dưỡng TV,16,19.82962083762898,3,0,0.5,119
Sửa chữa và bảo dưỡng xe máy,14,1.960039079190809,23,0,1.0,109
Sửa chữa và bảo dưỡng máy lạnh,15,16.837324915191004,12,0,1.0,127
Sửa chữa và bảo dưỡng máy in,21,0.04068628681341191,9,1,0.5,139
Sửa chữa và bảo dưỡng máy tính,23,4.6507381168824455,16,1,0.5,121
Sửa chữa và bảo dưỡng điện thoại,23,16.38735989309011,0,0,0.0,78
Sửa chữa và bảo dưỡng điện thoại,42,22.34128901226518,20,0,0.0,108
Sửa chữa và bảo dưỡng điện thoại,29,21.19192693165764,16,1,1.0,121
Sửa chữa và bảo dưỡng hệ thống nước,26,4.264344883863972,12,0,1.0,170
Sửa chữa và bảo dưỡng lò vi sóng,44,7.478435038278059,17,1,1.0,183
Sửa chữa và bảo dưỡng laptop,9,1.9975518284789844,19,1,0.5,114
Sửa chữa và bảo dưỡng xe máy,38,16.629298571576314,16,1,1.0,148
Sửa chữa và bảo dưỡng máy tính,23,5.378068556258413,19,1,0.5,122
Sửa chữa và bảo dưỡng máy giặt,4,7.33244387817834,16,1,0.5,145
Sửa chữa và bảo dưỡng xe máy,44,13.384748329736414,10,0,1.0,166
Sửa chữa và bảo dưỡng quạt điện,47,11.989253241078929,1,0,0.5,116
Sửa chữa và bảo dưỡng xe máy,24,0.628563977724751,0,0,0.0,66
Sửa chữa và bảo dưỡng xe máy,48,4.809209013899924,0,0,0.0,160
Sửa chữa và bảo dưỡng máy tính,29,10.965474157419997,12,0,0.0,114
Sửa chữa và bảo dưỡng máy in,16,4.910601485173904,13,0,0.0,93
Sửa chữa và bảo dưỡng laptop,23,27.040845253370232,4,0,1.0,121
Sửa chữa và bảo dưỡng TV,18,1.920009235235809,4,0,0.0,112
Sửa chữa và bảo dưỡng máy in,13,2.6703025800975233,1,0,1.0,108
Sửa chữa và bảo dưỡng máy lạnh,28,0.710375993569367,11,0,0.0,215
Sửa chữa và bảo dưỡng tủ lạnh,16,7.06032100394825,6,0,1.0,143
Sửa chữa và bảo dưỡng máy lạnh,46,24.854460351315012,23,0,1.0,211
Sửa chữa và bảo dưỡng máy giặt,27,15.76732386980577,21,0,0.5,156
Sửa chữa và bảo dưỡng nồi cơm điện,18,15.226102229719489,6,0,1.0,72
Sửa chữa và bảo dưỡng máy lạnh,12,0.9877916294586401,2,0,1.0,180
Sửa chữa và bảo dưỡng laptop,41,2.771087638980487,23,0,0.0,173
Sửa chữa và bảo dưỡng máy tính,21,27.02536545774354,23,0,0.0,82
Sửa chữa và bảo dưỡng quạt điện,26,3.455354580951681,0,0,0.0,79
Sửa chữa và bảo dưỡng điện thoại,15,18.540044850180315,9,1,1.0,80
Sửa chữa và bảo dưỡng ô tô,6,11.285033380324686,8,1,0.0,189
Sửa chữa và bảo dưỡng TV,28,4.8710037112357245,1,0,1.0,163
Sửa chữa và bảo dưỡng máy giặt,49,25.164456142008277,2,0,0.0,187
Sửa chữa và bảo dưỡng xe máy,3,0.5047386480839865,18,1,1.0,117
Sửa chữa và bảo dưỡng tủ lạnh,11,2.9191650464520746,6,0,1.0,136
Sửa chữa và bảo dưỡng laptop,22,29.25830581127828,15,1,1.0,130
Sửa chữa và bảo dưỡng lò vi sóng,33,0.7930928540574775,1,0,1.0,166
Sửa chữa và bảo dưỡng laptop,21,7.574440107906123,19,1,0.5,131
Sửa chữa và bảo dưỡng hệ thống nước,9,20.084398707038794,16,1,0.5,130
Sửa chữa và bảo dưỡng máy lạnh,16,6.179677287797563,6,0,0.5,170
Sửa chữa và bảo dưỡng tủ lạnh,28,4.175121879754388,12,0,1.0,157
Sửa chữa và bảo dưỡng xe máy,8,3.8599087300826875,8,1,0.0,86
Sửa chữa và bảo dưỡng máy lạnh,18,12.376417673499411,2,0,0.5,148
Sửa chữa và bảo dưỡng điện thoại,17,5.198364359390581,15,1,1.0,115
Sửa chữa và bảo dưỡng laptop,2,1.0794284318059004,10,0,1.0,99
Sửa chữa và bảo dưỡng máy tính,18,23.382245732226338,4,0,1.0,96
Sửa chữa và bảo dưỡng máy tính,19,0.7422454049136148,1,0,1.0,125
Sửa chữa và bảo dưỡng TV,23,3.402127415865814,21,0,0.5,149
Sửa chữa và bảo dưỡng máy giặt,20,4.8345895625022,20,0,0.5,160
Sửa chữa và bảo dưỡng máy giặt,8,7.8507690465241655,1,0,0.5,112
Sửa chữa và bảo dưỡng điện thoại,11,17.09632596963288,3,0,0.0,57
Sửa chữa và bảo dưỡng tủ lạnh,4,4.590553697164194,16,1,0.0,113
Sửa chữa và bảo dưỡng điện thoại,12,7.83030288728601,4,0,0.0,74
Sửa chữa và bảo dưỡng máy in,40,0.7413679632638344,19,1,0.5,186
Sửa chữa và bảo dưỡng điện dân dụng,19,23.77775890934984,0,0,1.0,116
Sửa chữa và bảo dưỡng lò vi sóng,22,7.5132900338974915,13,0,0.5,106
Sửa chữa và bảo dưỡng xe máy,28,24.24397926325271,14,1,0.5,122
Sửa chữa và bảo dưỡng quạt điện,16,1.7709496094969461,0,0,1.0,83
Sửa chữa và bảo dưỡng máy in,13,3.5335622165890195,5,0,0.0,79
Sửa chữa và bảo dưỡng điện dân dụng,33,4.728674279606315,10,0,1.0,165
Sửa chữa và bảo dưỡng máy lạnh,18,1.5874550968497996,10,0,0.0,163
Sửa chữa và bảo dưỡng hệ thống nước,12,2.4914938353082494,15,1,1.0,149
Sửa chữa và bảo dưỡng điện thoại,38,4.658550612028614,15,1,0.5,135
Sửa chữa và bảo dưỡng máy in,13,4.494673192896665,8,1,0.5,106
Sửa chữa và bảo dưỡng máy tính,34,8.209583865824131,17,1,0.0,122
Sửa chữa và bảo dưỡng máy lạnh,9,6.529738682610186,2,0,0.5,144
Sửa chữa và bảo dưỡng điện dân dụng,5,1.8800292918613446,7,1,0.5,109
Sửa chữa và bảo dưỡng TV,13,25.761979885057485,21,0,1.0,105
Sửa chữa và bảo dưỡng điện dân dụng,13,4.662257665970671,15,1,0.0,106
Sửa chữa và bảo dưỡng xe máy,33,5.4925940645975455,4,0,0.0,129
Sửa chữa và bảo dưỡng điện thoại,17,2.2236858601831275,12,0,0.5,102
Sửa chữa và bảo dưỡng TV,14,4.338109377283228,6,0,1.0,131
Sửa chữa và bảo dưỡng máy in,20,23.283161218235527,8,1,0.0,97
Sửa chữa và bảo dưỡng điện dân dụng,1,0.4428412686802097,21,0,0.0,96
Sửa chữa và bảo dưỡng laptop,33,2.2117402296739646,13,0,1.0,170
Sửa chữa và bảo dưỡng TV,7,2.2583449288825643,23,0,0.5,107
Sửa chữa và bảo dưỡng TV,2,7.235632670648611,13,0,0.5,90
Sửa chữa và bảo dưỡng máy giặt,32,5.85144222604793,8,1,0.0,197
Sửa chữa và bảo dưỡng điện thoại,3,22.179902702643,13,0,0.5,43
Sửa chữa và bảo dưỡng TV,26,1.6536321274098196,16,1,1.0,164
Sửa chữa và bảo dưỡng máy lạnh,16,1.1184402664259743,22,0,0.0,167
Sửa chữa và bảo dưỡng tủ lạnh,15,5.105519474929,16,1,0.5,145
Sửa chữa và bảo dưỡng máy lạnh,22,1.386000032211856,4,0,1.0,207
Sửa chữa và bảo dưỡng laptop,6,7.168138612375739,8,1,0.0,97
Sửa chữa và bảo dưỡng điện thoại,8,13.730737002831056,9,1,0.0,62
Sửa chữa và bảo dưỡng máy giặt,4,15.31065628080742,18,1,0.0,109
Sửa chữa và bảo dưỡng máy tính,34,13.882354748355052,11,0,1.0,126
Sửa chữa và bảo dưỡng máy in,41,5.591057103807289,18,1,0.5,150
Sửa chữa và bảo dưỡng TV,12,19.90704136515545,1,0,1.0,123
Sửa chữa và bảo dưỡng laptop,30,4.788739965209281,3,0,1.0,146
Sửa chữa và bảo dưỡng ô tô,5,26.6142690817816,6,0,0.0,162
Sửa chữa và bảo dưỡng điện dân dụng,27,2.875780541145885,6,0,0.5,147
Sửa chữa và bảo dưỡng tủ lạnh,32,1.973917172981374,22,0,1.0,185
Sửa chữa và bảo dưỡng ô tô,19,2.4079392249213765,5,0,0.0,234
Sửa chữa và bảo dưỡng tủ lạnh,26,24.434116283672658,21,0,1.0,150
Sửa chữa và bảo dưỡng điện dân dụng,16,6.91100373553045,19,1,1.0,149
Sửa chữa và bảo dưỡng máy lạnh,22,0.4314755353575429,3,0,0.5,207
Sửa chữa và bảo dưỡng điện dân dụng,10,1.9580548768409523,12,0,0.0,113
Sửa chữa và bảo dưỡng tủ lạnh,37,2.975139220966686,11,0,0.5,184
Sửa chữa và bảo dưỡng máy giặt,2,3.375011560126724,12,0,0.0,105
Sửa chữa và bảo dưỡng máy in,8,6.8627834072936444,19,1,1.0,99
Sửa chữa và bảo dưỡng TV,45,0.30748402051354207,21,0,0.0,196
Sửa chữa và bảo dưỡng máy giặt,21,3.49288489372115,3,0,0.5,165
Sửa chữa và bảo dưỡng xe máy,17,6.313801923644728,11,0,0.0,100
Sửa chữa và bảo dưỡng hệ thống nước,2,20.42355875350902,4,0,1.0,97
Sửa chữa và bảo dưỡng máy in,23,14.035134313524926,8,1,0.5,104
Sửa chữa và bảo dưỡng điện thoại,47,7.526284385615561,10,0,0.5,149
Sửa chữa và bảo dưỡng ô tô,20,5.897641021284212,0,0,0.0,189
Sửa chữa và bảo dưỡng hệ thống nước,19,2.33531076250462,12,0,1.0,151
Sửa chữa và bảo dưỡng tủ lạnh,7,0.7550903974684848,6,0,0.0,120
Sửa chữa và bảo dưỡng lò vi sóng,1,4.6851837598202515,14,1,0.0,78
Sửa chữa và bảo dưỡng máy tính,22,1.203770119597117,17,1,1.0,131
Sửa chữa và bảo dưỡng laptop,24,16.166045814556874,16,1,0.5,109
Sửa chữa và bảo dưỡng ô tô,14,3.9403425680302533,6,0,0.5,208
Sửa chữa và bảo dưỡng hệ thống nước,29,6.609298265131051,4,0,0.0,163
Sửa chữa và bảo dưỡng quạt điện,9,21.724050783541553,17,1,1.0,54
Sửa chữa và bảo dưỡng quạt điện,33,29.448912914818305,8,1,0.5,88
Sửa chữa và bảo dưỡng tủ lạnh,11,9.785108622979685,11,0,1.0,138
Sửa chữa và bảo dưỡng máy tính,16,0.08120805941089537,15,1,0.5,138
Sửa chữa và bảo dưỡng TV,1,29.918349437365336,14,1,1.0,93
Sửa chữa và bảo dưỡng điện thoại,5,3.6262126310240106,18,1,0.0,55
Sửa chữa và bảo dưỡng máy lạnh,18,4.865665833741476,1,0,0.5,172
Sửa chữa và bảo dưỡng máy tính,20,14.738667472986632,8,1,1.0,124
